One_digit_id,Epitope_Convergence_Group_Interface_G_100_epi_SG100AB,Epitope_Convergence_Group_Interface_G_100_epi_SG95AB,Epitope_Convergence_Group_Interface_G_100_epi_SG80AB,Epitope_Convergence_Group_Interface_G_95_epi_SG100AB,Epitope_Convergence_Group_Interface_G_95_epi_SG95AB,Epitope_Convergence_Group_Interface_G_95_epi_SG80AB
9fq3_0,-1,-1,-1,-1,-1,-1
9fq3_1,-1,-1,-1,-1,-1,-1
9fq3_2,-1,-1,-1,-1,-1,-1
9fq3_3,-1,-1,-1,-1,-1,-1
9d90_2,-1,-1,-1,-1,-1,-1
9emy_5,-1,-1,-1,-1,-1,-1
9emy_7,-1,-1,-1,-1,-1,-1
9ii2_0,-1,-1,-1,-1,-1,-1
8xqj_0,-1,-1,-1,-1,-1,-1
8z74_0,-1,-1,-1,-1,-1,-1
8z7j_1,-1,-1,-1,-1,-1,-1
8z6q_2,-1,-1,-1,-1,-1,-1
8z6r_2,-1,-1,-1,-1,-1,-1
9crs_0,-1,-1,-1,-1,-1,-1
8sja_0,-1,-1,-1,-1,-1,-1
8sja_1,-1,-1,-1,-1,-1,-1
8sja_3,-1,-1,-1,-1,-1,-1
9dwe_2,-1,-1,-1,-1,-1,-1
9dez_1,-1,-1,-1,-1,-1,-1
9df0_0,-1,-1,-1,-1,-1,-1
8us0_2,-1,-1,-1,-1,-1,-1
6uye_0,-1,-1,-1,-1,-1,-1
7m8l_1,-1,-1,-1,-1,-1,-1
7m8l_2,-1,-1,-1,-1,-1,-1
7m8l_3,-1,-1,-1,-1,-1,-1
7kfb_1,-1,-1,-1,-1,-1,-1
4f15_3,-1,-1,-1,-1,-1,-1
4f9l_0,-1,-1,-1,-1,-1,-1
4f9p_0,-1,-1,-1,-1,-1,-1
6xlq_1,-1,-1,-1,-1,-1,-1
9jqp_0,-1,-1,-1,-1,-1,-1
6pxh_1,-1,-1,-1,-1,-1,-1
6ni2_1,-1,-1,-1,-1,-1,-1
6ssi_4,-1,-1,-1,-1,-1,-1
6ssp_1,-1,-1,-1,-1,-1,-1
7l56_2,-1,-1,-1,-1,-1,-1
7keo_1,-1,-1,-1,-1,-1,-1
7kyl_1,-1,-1,-1,-1,-1,-1
5l0q_0,-1,-1,-1,-1,-1,-1
4ydj_1,-1,-1,-1,-1,-1,-1
7klc_0,-1,-1,-1,-1,-1,-1
3jab_0,-1,-1,-1,-1,-1,-1
3jbq_1,-1,-1,-1,-1,-1,-1
6lfo_0,-1,-1,-1,-1,-1,-1
6lfm_0,-1,-1,-1,-1,-1,-1
8ic0_0,-1,-1,-1,-1,-1,-1
7n0g_1,-1,-1,-1,-1,-1,-1
1bgx_0,-1,-1,-1,-1,-1,-1
5czx_0,-1,-1,-1,-1,-1,-1
7c81_0,-1,-1,-1,-1,-1,-1
7cmk_0,-1,-1,-1,-1,-1,-1
4r0l_1,-1,-1,-1,-1,-1,-1
6wps_1,-1,-1,-1,-1,-1,-1
5w3o_0,-1,-1,-1,-1,-1,-1
7rd5_1,-1,-1,-1,-1,-1,-1
6vx4_0,-1,-1,-1,-1,-1,-1
7s0c_0,-1,-1,-1,-1,-1,-1
4uuj_0,65,32,-1,71,35,-1
2dwe_0,65,32,-1,71,35,-1
1r3k_0,65,32,-1,71,35,-1
2hjf_0,65,32,-1,71,35,-1
6w0j_0,65,32,-1,71,35,-1
2hvk_0,65,32,-1,71,35,-1
2hvj_0,65,32,-1,71,35,-1
3f7y_0,65,32,-1,71,35,-1
2boc_0,65,32,-1,71,35,-1
1r3l_0,65,32,-1,71,35,-1
6w0g_0,65,32,-1,71,35,-1
2jk5_0,65,32,-1,71,35,-1
3fb8_0,65,32,-1,71,35,-1
1k4c_0,65,32,-1,71,35,-1
3iga_0,65,32,-1,71,35,-1
3fb7_0,65,32,-1,71,35,-1
2dwd_0,65,32,-1,71,35,-1
2itd_0,65,32,-1,71,35,-1
6w0f_0,65,32,-1,71,35,-1
7mdj_0,65,32,-1,71,35,-1
2w0f_0,65,32,-1,71,35,-1
6w0i_0,65,32,-1,71,35,-1
6w0h_0,65,32,-1,71,35,-1
2bob_0,65,32,-1,71,35,-1
3gb7_0,65,32,-1,71,35,-1
2itc_0,65,32,-1,71,35,-1
1r3i_0,65,32,-1,71,35,-1
1r3j_0,65,32,-1,71,35,-1
1k4d_0,65,32,-1,71,35,-1
3fb5_0,65,32,-1,71,35,-1
3fb6_0,65,32,-1,71,35,-1
5xs7_0,-1,-1,-1,-1,-1,-1
7f0t_0,-1,-1,-1,-1,-1,-1
7n0i_2,-1,-1,-1,-1,-1,-1
9c2h_0,-1,-1,-1,-1,-1,-1
9c2h_1,-1,-1,-1,-1,-1,-1
9c2h_2,-1,-1,-1,-1,-1,-1
9c2h_3,-1,-1,-1,-1,-1,-1
6zbv_0,-1,-1,-1,-1,-1,-1
6zpl_0,-1,-1,-1,-1,-1,-1
7s0d_2,-1,-1,-1,-1,-1,-1
3cvh_0,-1,-1,-1,-1,-1,-1
5tl5_0,-1,-1,-1,-1,-1,-1
5tlj_0,-1,-1,-1,-1,-1,-1
5tlj_1,-1,-1,-1,-1,-1,-1
5tlk_0,-1,-1,-1,-1,-1,-1
5tlk_1,-1,-1,-1,-1,-1,-1
5tlk_2,-1,-1,-1,-1,-1,-1
5tlk_3,-1,-1,-1,-1,-1,-1
8ds5_0,-1,-1,-1,-1,-1,-1
6xcj_0,-1,-1,-1,-1,-1,-1
1s5h_0,-1,-1,-1,-1,-1,-1
6u1n_0,-1,-1,-1,-1,-1,-1
3ejy_0,-1,-1,-1,-1,-1,-1
3or6_0,-1,-1,-1,-1,-1,-1
5cus_2,-1,-1,-1,-1,-1,-1
5o7p_0,-1,-1,-1,-1,-1,-1
4gms_2,-1,-1,-1,-1,-1,-1
4o58_0,-1,-1,-1,-1,-1,-1
7jhg_0,-1,-1,-1,-1,-1,-1
7m74_0,-1,-1,-1,-1,-1,-1
3b2u_3,-1,-1,-1,-1,-1,-1
3c09_0,-1,-1,-1,-1,-1,-1
4krl_0,-1,-1,-1,-1,-1,-1
4krm_1,-1,-1,-1,-1,-1,-1
6ysq_0,-1,-1,-1,-1,-1,-1
6mu8_0,-1,-1,-1,-1,-1,-1
6mtj_0,-1,-1,-1,-1,-1,-1
6mu7_1,-1,-1,-1,-1,-1,-1
6fn1_0,-1,-1,-1,-1,-1,-1
6fn4_0,-1,-1,-1,-1,-1,-1
5gjt_0,-1,-1,-1,-1,-1,-1
7x6o_2,-1,-1,-1,-1,-1,-1
6al1_0,-1,-1,-1,-1,-1,-1
5voc_0,66,-1,-1,72,-1,-1
5vob_0,66,-1,-1,72,-1,-1
7cai_1,-1,-1,-1,-1,-1,-1
5te7_0,-1,-1,-1,-1,-1,-1
2ybr_0,67,-1,-1,73,-1,-1
2yc1_0,67,-1,-1,73,-1,-1
4v1d_0,-1,-1,-1,-1,-1,-1
4v1d_1,-1,-1,-1,-1,-1,-1
3sm5_2,-1,-1,-1,-1,-1,-1
5ug0_0,-1,-1,-1,-1,-1,-1
5ugy_1,-1,-1,-1,-1,-1,-1
5uk0_1,-1,-1,-1,-1,-1,-1
5uk1_2,-1,-1,-1,-1,-1,-1
5ujz_2,-1,-1,-1,-1,-1,-1
5uk2_1,-1,-1,-1,-1,-1,-1
5w6g_0,-1,-1,-1,-1,-1,-1
7jix_0,-1,-1,-1,-1,-1,-1
6suz_0,-1,-1,-1,-1,-1,-1
6gg0_0,-1,-1,-1,-1,-1,-1
3tt3_0,-1,-1,-1,-1,-1,-1
7ntc_0,-1,-1,-1,-1,-1,-1
7k7h_0,-1,-1,-1,-1,-1,-1
7k7i_2,-1,-1,-1,-1,-1,-1
3rvx_0,-1,-1,-1,-1,-1,-1
3rvw_0,-1,-1,-1,-1,-1,-1
4pp1_1,-1,-1,-1,-1,-1,-1
4pp2_1,-1,-1,-1,-1,-1,-1
9j05_0,-1,-1,-1,-1,-1,-1
9k0x_0,-1,-1,-1,-1,-1,-1
9cp5_0,-1,-1,-1,-1,-1,-1
9fjf_0,-1,-1,-1,-1,-1,-1
9fjf_1,-1,-1,-1,-1,-1,-1
6rvc_2,-1,-1,-1,-1,-1,-1
9ms8_0,-1,-1,-1,-1,-1,-1
9j3j_0,-1,-1,-1,-1,-1,-1
9j3l_0,-1,-1,-1,-1,-1,-1
9j3m_0,-1,-1,-1,-1,-1,-1
9dry_0,-1,-1,-1,-1,-1,-1
8tmh_1,-1,-1,-1,-1,-1,-1
8tmk_1,-1,-1,-1,-1,-1,-1
9aru_0,-1,-1,-1,-1,-1,-1
9g95_0,-1,-1,-1,-1,-1,-1
9g97_0,-1,-1,-1,-1,-1,-1
9g9m_0,-1,-1,-1,-1,-1,-1
9g9m_1,-1,-1,-1,-1,-1,-1
9g9n_0,-1,-1,-1,-1,-1,-1
9g9n_1,-1,-1,-1,-1,-1,-1
9g9o_0,-1,-1,-1,-1,-1,-1
9g9o_1,-1,-1,-1,-1,-1,-1
9g9p_0,-1,-1,-1,-1,-1,-1
9g9p_1,-1,-1,-1,-1,-1,-1
9cq8_0,-1,-1,-1,-1,-1,-1
9cql_1,-1,-1,-1,-1,-1,-1
9gwt_0,-1,-1,-1,-1,-1,-1
8zps_0,-1,-1,-1,-1,-1,-1
8keo_0,-1,-1,-1,-1,-1,-1
8vyl_1,-1,-1,-1,-1,-1,-1
8zby_0,-1,-1,-1,-1,-1,-1
8t49_0,-1,-1,-1,-1,-1,-1
8t49_2,-1,-1,-1,-1,-1,-1
8t4a_1,68,33,4,74,36,4
8t49_4,68,33,4,74,36,4
8t4a_3,68,33,4,74,36,4
8t4a_5,68,33,4,74,36,4
8t4b_1,68,33,4,74,36,4
8t4b_3,68,33,4,74,36,4
8t4b_5,68,33,4,74,36,4
8t4d_1,-1,-1,-1,-1,-1,-1
8t4d_3,-1,-1,-1,-1,-1,-1
8t4d_5,-1,-1,-1,-1,-1,-1
8t4l_1,-1,-1,-1,-1,-1,-1
8t4l_3,-1,-1,-1,-1,-1,-1
8t4l_5,-1,-1,-1,-1,-1,-1
8uky_1,-1,-1,-1,-1,-1,-1
2jel_0,-1,-1,-1,-1,-1,-1
7mxp_2,-1,-1,-1,-1,-1,-1
7zxf_0,-1,-1,-1,-1,-1,-1
7zxf_1,-1,-1,-1,-1,-1,-1
7a0x_0,-1,-1,-1,-1,-1,-1
7a0w_1,-1,-1,-1,-1,-1,-1
7c4s_1,-1,-1,-1,-1,-1,-1
6ejm_1,-1,-1,-1,-1,-1,-1
6u9s_0,-1,-1,-1,-1,-1,-1
7cyp_0,-1,-1,-1,-1,-1,-1
1za3_1,-1,-1,-1,-1,-1,-1
2h9g_1,-1,-1,-1,-1,-1,-1
3x3f_0,-1,-1,-1,-1,-1,-1
4n90_2,-1,-1,-1,-1,-1,-1
4od2_0,-1,-1,-1,-1,-1,-1
6t3j_0,-1,-1,-1,-1,-1,-1
6t3j_1,-1,-1,-1,-1,-1,-1
6t3j_2,-1,-1,-1,-1,-1,-1
6t3j_3,-1,-1,-1,-1,-1,-1
7dnl_0,-1,-1,-1,-1,-1,-1
5c6t_0,-1,-1,-1,-1,-1,-1
2vxs_3,-1,-1,-1,-1,-1,-1
5hhx_0,-1,-1,-1,-1,-1,-1
5hi3_1,-1,-1,-1,-1,-1,-1
5hi4_1,-1,-1,-1,-1,-1,-1
5hi5_1,-1,-1,-1,-1,-1,-1
5n7w_1,-1,-1,-1,-1,-1,-1
6wio_0,-1,-1,-1,-1,-1,-1
6wir_0,-1,-1,-1,-1,-1,-1
7wkx_0,-1,-1,-1,-1,-1,-1
7mnm_1,-1,-1,-1,-1,-1,-1
7k65_0,-1,-1,-1,-1,-1,-1
3b9k_0,-1,-1,-1,-1,-1,-1
6o39_0,-1,-1,-1,-1,-1,-1
3sqo_0,-1,-1,-1,-1,-1,-1
5vlp_0,-1,-1,-1,-1,-1,-1
6u38_0,-1,-1,-1,-1,-1,-1
6u3i_0,-1,-1,-1,-1,-1,-1
2ny4_0,-1,-1,-1,-1,-1,-1
7bc7_0,-1,-1,-1,-1,-1,-1
7bc6_0,-1,-1,-1,-1,-1,-1
3l5x_0,-1,-1,-1,-1,-1,-1
3l5y_0,-1,-1,-1,-1,-1,-1
9do2_0,-1,-1,-1,-1,-1,-1
9cjz_2,-1,-1,-1,-1,-1,-1
9faj_0,-1,-1,-1,-1,-1,-1
9fak_0,-1,-1,-1,-1,-1,-1
9fam_0,-1,-1,-1,-1,-1,-1
9fat_0,-1,-1,-1,-1,-1,-1
1dee_1,-1,-1,-1,-1,-1,-1
4hjg_0,-1,-1,-1,-1,-1,-1
6o41_0,-1,-1,-1,-1,-1,-1
9mnx_0,-1,-1,-1,-1,-1,-1
9mny_0,-1,-1,-1,-1,-1,-1
9mnz_0,-1,-1,-1,-1,-1,-1
9qbj_0,-1,-1,-1,-1,-1,-1
9qbj_1,-1,-1,-1,-1,-1,-1
9qbj_2,-1,-1,-1,-1,-1,-1
9qbj_3,-1,-1,-1,-1,-1,-1
9fgb_0,-1,-1,-1,-1,-1,-1
8zh7_0,-1,-1,-1,-1,-1,-1
8z8l_0,-1,-1,-1,-1,-1,-1
9kfb_0,-1,-1,-1,-1,-1,-1
6w03_1,-1,-1,-1,-1,-1,-1
8tq1_2,-1,-1,-1,-1,-1,-1
9mih_2,-1,-1,-1,-1,-1,-1
9mih_3,-1,-1,-1,-1,-1,-1
7tuz_0,69,-1,-1,75,-1,-1
6vms_0,69,-1,-1,75,-1,-1
8xqe_0,69,-1,-1,75,-1,-1
8xqf_0,69,-1,-1,75,-1,-1
8j18_0,69,-1,-1,75,-1,-1
8j1a_0,69,-1,-1,75,-1,-1
8xwp_0,69,-1,-1,75,-1,-1
7wyb_0,69,-1,-1,75,-1,-1
8sai_0,69,-1,-1,75,-1,-1
8xml_0,69,-1,-1,75,-1,-1
8i7v_0,69,-1,-1,75,-1,-1
7vv5_0,69,-1,-1,75,-1,-1
7vuy_0,69,-1,-1,75,-1,-1
7w0l_0,69,-1,-1,75,-1,-1
8z7j_0,69,-1,-1,75,-1,-1
7w0n_0,69,-1,-1,75,-1,-1
7vdm_0,69,-1,-1,75,-1,-1
8h2g_0,69,-1,-1,75,-1,-1
7vv3_0,69,-1,-1,75,-1,-1
7vdh_0,69,-1,-1,75,-1,-1
8hvi_0,69,-1,-1,75,-1,-1
8hk3_0,69,-1,-1,75,-1,-1
8feg_0,69,-1,-1,75,-1,-1
7eo4_0,69,-1,-1,75,-1,-1
8ihf_0,69,-1,-1,75,-1,-1
8ihh_0,69,-1,-1,75,-1,-1
8ihi_0,69,-1,-1,75,-1,-1
8ihj_0,69,-1,-1,75,-1,-1
8ihb_0,69,-1,-1,75,-1,-1
8y01_0,69,-1,-1,75,-1,-1
7xa3_0,69,-1,-1,75,-1,-1
7vuz_0,69,-1,-1,75,-1,-1
9ebo_0,-1,-1,-1,-1,-1,-1
9lyc_0,-1,-1,-1,-1,-1,-1
9ebq_0,-1,-1,-1,-1,-1,-1
8tq5_0,-1,-1,-1,-1,-1,-1
8tq6_0,-1,-1,-1,-1,-1,-1
8tmb_0,-1,-1,-1,-1,-1,-1
8tmf_0,70,-1,-1,76,-1,-1
8tmn_0,70,-1,-1,76,-1,-1
8tmo_0,70,-1,-1,76,-1,-1
8xlk_0,-1,-1,-1,-1,-1,-1
8xlk_2,-1,-1,-1,-1,-1,-1
9jnn_0,-1,-1,-1,-1,-1,-1
9jnn_2,-1,-1,-1,-1,-1,-1
8yby_0,-1,-1,-1,-1,-1,-1
8qgx_0,-1,-1,-1,-1,-1,-1
8s4u_0,-1,-1,-1,-1,-1,-1
8s5u_0,-1,-1,-1,-1,-1,-1
8vym_0,-1,-1,-1,-1,-1,-1
8vym_2,-1,-1,-1,-1,-1,-1
8vuu_0,-1,-1,-1,-1,-1,-1
8uw7_0,-1,-1,-1,-1,-1,-1
8u5l_2,-1,-1,-1,-1,-1,-1
8rz0_2,-1,-1,-1,-1,-1,-1
8rz1_0,-1,-1,-1,-1,-1,-1
8xki_0,-1,-1,-1,-1,-1,-1
8jn2_0,-1,-1,-1,-1,-1,-1
8jn4_0,-1,-1,-1,-1,-1,-1
8jn5_0,-1,-1,-1,-1,-1,-1
5c8j_0,-1,-1,-1,-1,-1,-1
4lvh_3,-1,-1,-1,-1,-1,-1
5mwn_0,-1,-1,-1,-1,-1,-1
5mwn_1,-1,-1,-1,-1,-1,-1
5mwn_2,-1,-1,-1,-1,-1,-1
5mwn_3,-1,-1,-1,-1,-1,-1
2hg5_0,-1,-1,-1,-1,-1,-1
2hfe_0,-1,-1,-1,-1,-1,-1
2h8p_0,-1,-1,-1,-1,-1,-1
6mek_1,-1,-1,-1,-1,-1,-1
6mek_2,-1,-1,-1,-1,-1,-1
6ktr_0,-1,-1,-1,-1,-1,-1
6opq_0,-1,-1,-1,-1,-1,-1
7sem_0,-1,-1,-1,-1,-1,-1
5f8r_1,-1,-1,-1,-1,-1,-1
5f8q_0,-1,-1,-1,-1,-1,-1
4jzj_0,-1,-1,-1,-1,-1,-1
3stb_0,-1,-1,-1,-1,-1,-1
7dkj_0,-1,-1,-1,-1,-1,-1
7dge_0,-1,-1,-1,-1,-1,-1
3cfi_2,-1,-1,-1,-1,-1,-1
6mdt_0,-1,-1,-1,-1,-1,-1
5igx_0,-1,-1,-1,-1,-1,-1
6xxv_0,-1,-1,-1,-1,-1,-1
4lst_0,-1,-1,-1,-1,-1,-1
7kpj_0,-1,-1,-1,-1,-1,-1
7ki0_0,-1,-1,-1,-1,-1,-1
7s11_2,-1,-1,-1,-1,-1,-1
7s13_1,-1,-1,-1,-1,-1,-1
5fcu_0,-1,-1,-1,-1,-1,-1
6ch7_1,-1,-1,-1,-1,-1,-1
1oaz_0,-1,-1,-1,-1,-1,-1
1ndg_0,-1,-1,-1,-1,-1,-1
7fg2_0,-1,-1,-1,-1,-1,-1
4oii_1,-1,-1,-1,-1,-1,-1
4zxb_0,-1,-1,-1,-1,-1,-1
4zxb_1,-1,-1,-1,-1,-1,-1
7nx0_1,-1,-1,-1,-1,-1,-1
7qiv_0,-1,-1,-1,-1,-1,-1
4m62_1,-1,-1,-1,-1,-1,-1
4odx_0,71,-1,-1,77,-1,-1
4m8q_1,71,-1,-1,77,-1,-1
5i9q_1,-1,-1,-1,-1,-1,-1
5otj_0,-1,-1,-1,-1,-1,-1
6al5_0,-1,-1,-1,-1,-1,-1
4lsr_0,-1,-1,-1,-1,-1,-1
6k67_0,-1,-1,-1,-1,-1,-1
2vit_0,-1,-1,-1,-1,-1,-1
6h02_0,-1,-1,-1,-1,-1,-1
5lhq_0,-1,-1,-1,-1,-1,-1
5lhp_0,-1,-1,-1,-1,-1,-1
5lhn_0,-1,-1,-1,-1,-1,-1
5lhr_0,-1,-1,-1,-1,-1,-1
6u2f_0,-1,-1,-1,-1,-1,-1
1orq_0,-1,-1,-1,-1,-1,-1
6r7t_0,-1,-1,-1,-1,-1,-1
1bzq_3,-1,-1,-1,-1,-1,-1
2p44_0,72,-1,-1,78,-1,-1
2p42_1,72,-1,-1,78,-1,-1
2p43_0,72,-1,-1,78,-1,-1
2p48_0,-1,-1,-1,-1,-1,-1
2p45_0,-1,-1,-1,-1,-1,-1
2p47_0,-1,-1,-1,-1,-1,-1
2p46_0,-1,-1,-1,-1,-1,-1
2p49_0,-1,-1,-1,-1,-1,-1
2p4a_0,73,34,-1,79,37,-1
3qsk_0,73,34,-1,79,37,-1
4pou_0,-1,-1,-1,-1,-1,-1
3wxv_0,-1,-1,-1,-1,-1,-1
5lxg_0,-1,-1,-1,-1,-1,-1
6ks0_0,-1,-1,-1,-1,-1,-1
9cye_0,-1,-1,-1,-1,-1,-1
9o4n_0,-1,-1,-1,-1,-1,-1
9o4o_0,-1,-1,-1,-1,-1,-1
9o4p_3,-1,-1,-1,-1,-1,-1
9o4q_3,-1,-1,-1,-1,-1,-1
9jif_0,-1,-1,-1,-1,-1,-1
9jij_0,-1,-1,-1,-1,-1,-1
9jio_1,-1,-1,-1,-1,-1,-1
9bnl_0,-1,-1,-1,-1,-1,-1
9btv_0,-1,-1,-1,-1,-1,-1
9dpe_0,74,35,-1,80,38,-1
8vc7_0,74,35,-1,80,38,-1
9jq6_1,-1,-1,-1,-1,-1,-1
9jqp_1,-1,-1,-1,-1,-1,-1
9ghi_0,-1,-1,-1,-1,-1,-1
3w9e_0,-1,-1,-1,-1,-1,-1
9isf_0,-1,-1,-1,-1,-1,-1
9ish_0,-1,-1,-1,-1,-1,-1
9my8_0,-1,-1,-1,-1,-1,-1
9cu5_1,-1,-1,-1,-1,-1,-1
9cu5_4,-1,-1,-1,-1,-1,-1
4tvp_1,-1,-1,-1,-1,-1,-1
5fyl_0,-1,-1,-1,-1,-1,-1
5thr_0,-1,-1,-1,-1,-1,-1
5thr_2,-1,-1,-1,-1,-1,-1
5thr_4,-1,-1,-1,-1,-1,-1
5u7m_1,-1,-1,-1,-1,-1,-1
5utf_0,-1,-1,-1,-1,-1,-1
5uty_0,-1,-1,-1,-1,-1,-1
5vj6_2,-1,-1,-1,-1,-1,-1
5wdu_4,-1,-1,-1,-1,-1,-1
5wdu_6,-1,-1,-1,-1,-1,-1
5wdu_7,-1,-1,-1,-1,-1,-1
6cde_3,-1,-1,-1,-1,-1,-1
6cde_1,-1,-1,-1,-1,-1,-1
6cde_2,-1,-1,-1,-1,-1,-1
6cde_4,-1,-1,-1,-1,-1,-1
6cde_5,-1,-1,-1,-1,-1,-1
6cde_6,-1,-1,-1,-1,-1,-1
6cde_8,-1,-1,-1,-1,-1,-1
6cdi_0,-1,-1,-1,-1,-1,-1
6cdi_3,-1,-1,-1,-1,-1,-1
6cdi_4,-1,-1,-1,-1,-1,-1
6cdi_5,-1,-1,-1,-1,-1,-1
6cdi_6,-1,-1,-1,-1,-1,-1
6cdi_8,-1,-1,-1,-1,-1,-1
6cue_1,-1,-1,-1,-1,-1,-1
6cue_2,-1,-1,-1,-1,-1,-1
6cue_4,-1,-1,-1,-1,-1,-1
6cue_5,-1,-1,-1,-1,-1,-1
6cue_6,-1,-1,-1,-1,-1,-1
6cue_7,-1,-1,-1,-1,-1,-1
6e5p_0,-1,-1,-1,-1,-1,-1
6e5p_1,-1,-1,-1,-1,-1,-1
6e5p_3,-1,-1,-1,-1,-1,-1
6e5p_4,-1,-1,-1,-1,-1,-1
6e5p_7,-1,-1,-1,-1,-1,-1
6e5p_8,-1,-1,-1,-1,-1,-1
6mpg_1,-1,-1,-1,-1,-1,-1
6mpg_2,75,-1,-1,81,-1,-1
6mpg_4,75,-1,-1,81,-1,-1
6mpg_5,75,-1,-1,81,-1,-1
6mpg_6,76,-1,-1,82,-1,-1
6mph_2,76,-1,-1,82,-1,-1
6mph_3,76,-1,-1,82,-1,-1
6mpg_8,76,-1,-1,82,-1,-1
6mph_4,-1,-1,-1,-1,-1,-1
6mph_5,-1,-1,-1,-1,-1,-1
6mph_7,-1,-1,-1,-1,-1,-1
6mph_8,-1,-1,-1,-1,-1,-1
6n1w_1,-1,-1,-1,-1,-1,-1
6n1w_2,-1,-1,-1,-1,-1,-1
6n1w_3,-1,-1,-1,-1,-1,-1
6n1w_4,-1,-1,-1,-1,-1,-1
6n1w_5,77,-1,-1,83,-1,-1
6n1w_6,77,-1,-1,83,-1,-1
6nf2_0,-1,-1,-1,-1,-1,-1
6nf2_2,-1,-1,-1,-1,-1,-1
6nf2_3,-1,-1,-1,-1,-1,-1
6nf2_4,-1,-1,-1,-1,-1,-1
6nf2_7,-1,-1,-1,-1,-1,-1
6nf2_8,-1,-1,-1,-1,-1,-1
6osy_1,-1,-1,-1,-1,-1,-1
6osy_2,-1,-1,-1,-1,-1,-1
6osy_4,-1,-1,-1,-1,-1,-1
6osy_5,-1,-1,-1,-1,-1,-1
6osy_7,-1,-1,-1,-1,-1,-1
6osy_8,78,-1,-1,84,-1,-1
6ot1_0,78,-1,-1,84,-1,-1
6ot1_1,78,-1,-1,84,-1,-1
6ot1_2,-1,-1,-1,-1,-1,-1
6ot1_4,-1,-1,-1,-1,-1,-1
6ot1_6,-1,-1,-1,-1,-1,-1
6ot1_7,-1,-1,-1,-1,-1,-1
6vi0_1,-1,-1,-1,-1,-1,-1
6xrt_0,-1,-1,-1,-1,-1,-1
7ll1_0,-1,-1,-1,-1,-1,-1
7lpn_0,-1,-1,-1,-1,-1,-1
7rai_1,-1,-1,-1,-1,-1,-1
8fr6_0,-1,-1,-1,-1,-1,-1
8g4m_0,-1,-1,-1,-1,-1,-1
8g4t_1,-1,-1,-1,-1,-1,-1
8g9w_0,-1,-1,-1,-1,-1,-1
8g9y_0,-1,-1,-1,-1,-1,-1
8tjr_0,-1,-1,-1,-1,-1,-1
8tjs_2,-1,-1,-1,-1,-1,-1
8tng_2,-1,-1,-1,-1,-1,-1
8tnh_2,-1,-1,-1,-1,-1,-1
8tnu_2,-1,-1,-1,-1,-1,-1
8to7_1,-1,-1,-1,-1,-1,-1
8top_3,-1,-1,-1,-1,-1,-1
9bnk_0,-1,-1,-1,-1,-1,-1
9d7i_1,-1,-1,-1,-1,-1,-1
9d7o_0,-1,-1,-1,-1,-1,-1
9d7p_1,-1,-1,-1,-1,-1,-1
9dmb_1,-1,-1,-1,-1,-1,-1
9cy3_0,-1,-1,-1,-1,-1,-1
9fr3_0,-1,-1,-1,-1,-1,-1
9bll_0,-1,-1,-1,-1,-1,-1
8tii_0,-1,-1,-1,-1,-1,-1
7df1_1,-1,-1,-1,-1,-1,-1
8kdd_0,-1,-1,-1,-1,-1,-1
8kdg_0,-1,-1,-1,-1,-1,-1
8kdi_0,-1,-1,-1,-1,-1,-1
8w5o_0,-1,-1,-1,-1,-1,-1
1sy6_0,-1,-1,-1,-1,-1,-1
1xiw_1,-1,-1,-1,-1,-1,-1
9cia_0,-1,-1,-1,-1,-1,-1
9cq4_0,-1,-1,-1,-1,-1,-1
9cq4_1,-1,-1,-1,-1,-1,-1
8v91_0,-1,-1,-1,-1,-1,-1
8v9d_0,-1,-1,-1,-1,-1,-1
9ert_0,-1,-1,-1,-1,-1,-1
9erw_0,-1,-1,-1,-1,-1,-1
9etj_2,-1,-1,-1,-1,-1,-1
8zrh_0,-1,-1,-1,-1,-1,-1
8vqd_0,-1,-1,-1,-1,-1,-1
8ukh_0,-1,-1,-1,-1,-1,-1
8zh8_0,-1,-1,-1,-1,-1,-1
8qz4_1,-1,-1,-1,-1,-1,-1
8sx3_0,-1,-1,-1,-1,-1,-1
8sx3_1,-1,-1,-1,-1,-1,-1
9bdh_0,-1,-1,-1,-1,-1,-1
8tnl_2,-1,-1,-1,-1,-1,-1
8toa_0,-1,-1,-1,-1,-1,-1
8iu2_0,-1,-1,-1,-1,-1,-1
8g78_1,-1,-1,-1,-1,-1,-1
8g78_4,-1,-1,-1,-1,-1,-1
8tw3_0,-1,-1,-1,-1,-1,-1
8tw3_1,-1,-1,-1,-1,-1,-1
8j97_0,-1,-1,-1,-1,-1,-1
8k2x_0,-1,-1,-1,-1,-1,-1
8hnk_0,-1,-1,-1,-1,-1,-1
8hnl_0,-1,-1,-1,-1,-1,-1
8hnm_0,-1,-1,-1,-1,-1,-1
6wjl_0,-1,-1,-1,-1,-1,-1
8dqu_0,-1,-1,-1,-1,-1,-1
7uih_0,-1,-1,-1,-1,-1,-1
7uih_1,-1,-1,-1,-1,-1,-1
7uih_2,-1,-1,-1,-1,-1,-1
7uih_3,-1,-1,-1,-1,-1,-1
8diu_2,-1,-1,-1,-1,-1,-1
7zw1_0,-1,-1,-1,-1,-1,-1
8dkw_0,-1,-1,-1,-1,-1,-1
8dkx_0,-1,-1,-1,-1,-1,-1
7y9u_0,79,36,5,85,39,5
7y9v_0,79,36,5,85,39,5
8jh5_0,79,36,5,85,39,5
